job_id,job_title,company,location,experience_required,salary,job_description,posted_date,job_url,source,scraped_date,experience_min,experience_max,experience_level,salary_min,salary_max,salary_mid,skills_extracted,skills_text,num_skills,cluster_id,cluster_label,pca_x,pca_y
job_0303,Product Manager,Razorpay,Bangalore,7-11 years,21-29 Lacs PA,"Looking for a Product Manager at Razorpay in Bengaluru. The ideal candidate should have experience in JIRA, Mixpanel. Key responsibilities include strategic planning.",2026-01-05,https://example.com/jobs/303,Synthetic,2026-02-11 01:46:24.931520,7.0,11.0,Senior Level,21.0,29.0,25.0,"['JIRA', 'Mixpanel']","JIRA, Mixpanel",2,3,"Cluster 3: planning, strategic",-0.04480283390555663,0.026363145919898103
job_0314,Technical PM,Amazon,Hyderabad,0-2 years,10-20 Lacs PA,"Looking for a Technical PM at Amazon in Hyderabad. The ideal candidate should have experience in Machine Learning, Stakeholder Management. Key responsibilities include data-driven decision making.",2026-01-20,https://example.com/jobs/314,Synthetic,2026-02-11 01:46:24.931621,0.0,2.0,Entry Level,10.0,20.0,15.0,"['Machine Learning', 'Stakeholder Management']","Machine Learning, Stakeholder Management",2,2,"Cluster 2: driven decision, making",0.3268283458609574,0.0009808708993626844
job_0319,Business Intelligence Analyst,Flipkart,Gurgaon,5-8 years,10-16 Lacs PA,"Looking for a Business Intelligence Analyst at Flipkart in Gurgaon. The ideal candidate should have experience in User Research, Power BI. Key responsibilities include driving growth.",2026-01-23,https://example.com/jobs/319,Synthetic,2026-02-11 01:46:24.931669,5.0,8.0,Senior Level,10.0,16.0,13.0,"['Power BI', 'User Research']","Power BI, User Research",2,0,"Cluster 0: growth, include driving",-0.259555817486202,-0.10964438092484549
job_0322,Product Manager,Google,Gurgaon,7-9 years,20-27 Lacs PA,"Looking for a Product Manager at Google in Gurgaon. The ideal candidate should have experience in Mixpanel, Communication. Key responsibilities include data-driven decision making.",2026-01-09,https://example.com/jobs/322,Synthetic,2026-02-11 01:46:24.931700,7.0,9.0,Senior Level,20.0,27.0,23.5,"['Communication', 'Mixpanel']","Communication, Mixpanel",2,2,"Cluster 2: driven decision, making",0.34015349270673634,0.08477003406185606
job_0327,Management Consultant,Microsoft,Bangalore,3-6 years,18-32 Lacs PA,"Looking for a Management Consultant at Microsoft in Bengaluru. The ideal candidate should have experience in Excel, Machine Learning. Key responsibilities include data-driven decision making.",2026-01-01,https://example.com/jobs/327,Synthetic,2026-02-11 01:46:24.931746,3.0,6.0,Mid Level,18.0,32.0,25.0,"['Excel', 'Machine Learning']","Excel, Machine Learning",2,2,"Cluster 2: driven decision, making",0.4411930885624409,0.1627624515437679
job_0328,Technical PM,Reliance Industries,Gurgaon,7-12 years,11-21 Lacs PA,"Looking for a Technical PM at Reliance Industries in Gurugram. The ideal candidate should have experience in Python, User Research. Key responsibilities include data-driven decision making.",2026-01-31,https://example.com/jobs/328,Synthetic,2026-02-11 01:46:24.931755,7.0,12.0,Senior Level,11.0,21.0,16.0,"['Python', 'User Research']","Python, User Research",2,2,"Cluster 2: driven decision, making",0.281463254174962,-0.047430587749874464
job_0408,Data Analyst,Amazon,Bangalore,2-6 years,10-16 Lacs PA,"Looking for a Data Analyst at Amazon in Bengaluru. The ideal candidate should have experience in Power BI, Python. Key responsibilities include driving growth.",2026-01-25,https://example.com/jobs/408,Synthetic,2026-02-11 01:46:24.932507,2.0,6.0,Mid Level,10.0,16.0,13.0,"['Power BI', 'Python']","Power BI, Python",2,0,"Cluster 0: growth, include driving",-0.058806176528989215,-0.2976839021971349
job_0425,Business Analyst,Paytm,Gurgaon,2-4 years,10-19 Lacs PA,"Looking for a Business Analyst at Paytm in Gurugram. The ideal candidate should have experience in SQL, Communication. Key responsibilities include strategic planning.",2026-01-25,https://example.com/jobs/425,Synthetic,2026-02-11 01:46:24.932926,2.0,4.0,Mid Level,10.0,19.0,14.5,"['Communication', 'SQL']","Communication, SQL",2,3,"Cluster 3: planning, strategic",-0.23455773400175453,-0.0174654229282755
job_0427,Product Manager,Swiggy,Gurgaon,7-10 years,Not Disclosed,"Looking for a Product Manager at Swiggy in Gurgaon. The ideal candidate should have experience in Mixpanel, Communication. Key responsibilities include driving growth.",2026-01-05,https://example.com/jobs/427,Synthetic,2026-02-11 01:46:24.932957,7.0,10.0,Senior Level,,,,"['Communication', 'Mixpanel']","Communication, Mixpanel",2,0,"Cluster 0: growth, include driving",-0.12033424508411612,-0.09461621990891513
job_0454,Business Analyst,Ola,Bangalore,3-7 years,6-14 Lacs PA,"Looking for a Business Analyst at Ola in Bangalore. The ideal candidate should have experience in JIRA, Communication. Key responsibilities include strategic planning.",2026-01-30,https://example.com/jobs/454,Synthetic,2026-02-11 01:46:24.933425,3.0,7.0,Mid Level,6.0,14.0,10.0,"['Communication', 'JIRA']","Communication, JIRA",2,3,"Cluster 3: planning, strategic",-0.21730194959801,-0.08063730557355661
job_0466,Business Intelligence Analyst,Paytm,Gurgaon,5-9 years,12-22 Lacs PA,"Looking for a Business Intelligence Analyst at Paytm in Gurgaon. The ideal candidate should have experience in Python, Market Research. Key responsibilities include data-driven decision making.",2026-01-14,https://example.com/jobs/466,Synthetic,2026-02-11 01:46:24.933625,5.0,9.0,Senior Level,12.0,22.0,17.0,"['Market Research', 'Python']","Market Research, Python",2,2,"Cluster 2: driven decision, making",0.1888991341949949,0.007132368155629606
job_0559,Data Analyst,Reliance Industries,Hyderabad,2-6 years,9-13 Lacs PA,"Looking for a Data Analyst at Reliance Industries in Hyderabad. The ideal candidate should have experience in Stakeholder Management, Python. Key responsibilities include strategic planning.",2026-01-24,https://example.com/jobs/559,Synthetic,2026-02-11 01:46:24.935275,2.0,6.0,Mid Level,9.0,13.0,11.0,"['Python', 'Stakeholder Management']","Python, Stakeholder Management",2,3,"Cluster 3: planning, strategic",-0.1308432789515628,-0.0012640202314177014
